"R0000100","R0000500","R0000300","R0000400","R0410300","R0410100","R0410200","R0000900","R0001000","R0219114","R0006200","R0006300","R0007400","R0007500"
11935,1957,12,31,1964,8,15,-1,-4,-4,12,33,52,-2
11936,1964,5,-2,1963,3,-5,284,28,38,22,48,-2,12
11937,1960,3,-2,1961,10,3,299,48,-4,60,6,11,16
11938,1960,1,18,1964,-5,-5,-3,17,1,-4,12,9,4
11939,1961,7,7,-5,4,-5,22,9,34,-4,13,31,50
11940,1962,3,-3,-5,3,14,597,-1,8,70,44,-2,29
11941,1959,9,-2,1957,11,23,825,9,42,-3,14,3,20
11942,1960,12,5,-5,-5,9,734,-1,2,56,13,32,36
11943,1964,12,-3,1962,-5,26,216,43,39,-2,12,8,27
11944,1959,2,20,1961,9,-5,167,65,-4,34,1,62,27
11945,1959,10,30,1964,9,-5,186,15,-4,49,-3,-3,36
11946,1961,10,-3,1959,1,26,151,27,22,66,21,35,42
11947,1961,8,-3,1959,-5,1,808,44,-3,37,25,77,15
11948,1959,12,9,1959,-5,8,-3,70,32,21,24,8,-4
11949,1957,2,3,-5,6,11,241,19,-3,-3,6,63,19
11950,1963,5,3,1962,1,9,-2,13,35,43,-3,64,2
11951,1957,11,25,1960,8,20,278,36,34,62,21,73,47
11952,1961,5,4,1957,6,17,719,52,26,35,-2,19,24
11953,1959,9,5,1957,10,18,491,70,-4,72,12,56,-3
11954,1960,5,15,1962,12,22,105,79,-4,-1,28,9,-3
11955,1959,7,31,1960,-5,16,354,39,25,12,1,49,3
11956,1962,11,23,1957,1,29,-2,60,-3,7,41,-3,-2
11957,1961,8,14,1957,-5,-5,-4,63,-3,12,14,46,26
11958,1959,9,6,1964,6,10,333,51,-4,23,-2,27,27
11959,1963,5,-3,1964,9,-5,676,-3,3,-3,13,51,19
11960,1959,3,30,-5,6,22,-4,32,31,6,50,43,15
11961,1961,9,24,-5,10,21,282,50,6,18,4,70,18
11962,1959,10,-3,-5,4,-5,-4,-4,45,53,29,29,41
11963,1958,10,16,1957,-5,25,36,-1,6,50,-3,6,-4
11964,1961,11,1,1964,-5,6,-4,-1,22,-1,2,61,-4
11965,1959,2,2,1957,1,-5,189,4,21,47,48,34,-3
11966,1959,3,22,-5,2,14,443,17,14,7,27,21,-2
11967,1962,5,25,1960,-5,-5,209,26,16,35,31,51,7
11968,1963,11,23,1963,12,28,633,19,45,-3,7,-2,14
11969,1958,11,1,1960,7,24,724,56,15,-1,18,51,-3
11970,1964,12,10,-5,12,1,342,50,33,22,48,13,29
11971,1961,8,24,-5,11,22,646,-1,31,49,26,15,32
11972,1964,5,-2,-5,3,21,126,16,38,26,3,-2,-2
11973,1961,10,2,-5,-5,28,481,71,-4,50,23,22,42
11974,1959,8,3,-5,12,-5,-1,38,38,-1,-3,-3,8
11975,1961,12,-3,1964,2,13,599,25,29,55,27,39,37
11976,1962,2,22,1958,-5,-5,595,11,27,49,-2,51,3
11977,1960,8,12,1962,9,4,41,-4,7,65,12,25,35
11978,1961,12,-3,1958,9,18,527,19,-4,-2,-4,66,38
11979,1962,8,17,1957,11,16,388,34,44,36,32,19,50
11980,1962,12,30,1958,3,25,278,-3,-3,5,-4,34,4
11981,1964,11,25,1959,11,22,164,-3,35,-2,46,47,49
11982,1957,7,8,1961,9,-5,501,-3,50,39,-4,64,-3
11983,1964,1,30,1960,4,13,448,26,35,41,21,-3,4
11984,1960,11,-3,1961,-5,20,-2,16,48,-1,44,5,4
11985,1957,2,7,1962,6,13,250,41,23,20,12,72,-3
11986,1958,3,25,1961,10,18,151,16,1,32,21,18,10
11987,1960,4,1,-5,6,14,431,71,29,-2,5,16,42
11988,1957,6,17,1958,6,23,304,36,31,57,47,49,7
11989,1957,2,1,1958,5,17,-1,54,15,-4,44,64,22
11990,1963,8,5,1962,-5,21,183,61,12,47,18,28,32
11991,1958,6,-3,-5,1,20,500,8,44,63,46,71,41
11992,1962,2,7,1961,5,25,252,-2,-3,40,5,-2,49
11993,1961,11,-2,-5,11,23,499,31,24,22,-4,57,5
11994,1960,10,-3,1962,8,3,820,2,10,37,42,3,-2
11995,1957,4,17,1958,4,5,168,1,-4,76,9,-3,41
11996,1959,10,28,1959,10,12,-4,75,-3,47,36,69,39
11997,1964,6,-2,1963,6,7,449,-2,14,54,35,25,10
11998,1963,3,31,1960,10,27,417,45,17,1,48,60,-2
11999,1964,3,27,1957,7,28,773,-2,9,36,3,-4,15
12000,1957,8,20,1962,7,8,650,78,40,-2,49,49,9
12001,1964,10,20,1960,4,-5,482,10,31,40,39,2,40
12002,1958,10,23,1957,3,-5,730,75,14,61,5,22,28
12003,1957,10,13,1958,2,19,-4,59,4,47,4,-2,17
12004,1961,4,-2,1964,6,5,621,75,16,-3,1,73,5
12005,1957,9,17,1961,-5,23,261,54,46,5,7,49,18
12006,1964,8,2,1957,2,18,132,-3,38,33,16,10,35
12007,1962,7,11,1963,8,22,647,-2,18,75,49,57,-3
12008,1964,12,18,-5,-5,15,-4,-3,46,78,37,19,12
12009,1963,10,30,1962,7,-5,385,47,37,-4,49,58,31
12010,1961,9,25,1962,-5,26,149,-2,15,73,34,15,30
12011,1958,5,29,-5,8,16,250,36,12,14,1,32,35
12012,1957,8,-2,1961,11,20,620,76,2,-3,-2,-4,3
12013,1963,9,10,1958,-5,16,183,76,41,22,-3,34,34
12014,1958,9,26,1963,3,8,-1,67,16,35,11,74,-2
12015,1963,6,3,1964,-5,2,776,18,26,77,19,37,49
12016,1960,11,-2,-5,-5,-5,298,79,32,60,-4,-3,2
12017,1961,8,12,1960,-5,18,-3,48,19,42,-4,72,8
12018,1959,9,12,1963,3,13,651,7,39,8,50,31,6
12019,1958,4,-2,1959,9,-5,-2,18,39,34,-4,68,50
12020,1960,2,7,1964,2,16,631,33,17,-1,28,8,9
12021,1959,9,-2,1962,1,9,-1,-2,-3,-2,-2,50,50
12022,1957,1,6,1957,-5,16,137,-1,45,5,4,2,23
12023,1961,11,11,1959,4,25,134,72,10,56,28,56,9
12024,1959,2,-2,1958,2,18,392,20,12,19,17,19,20
12025,1964,3,30,1960,1,26,92,-2,31,50,40,4,-2
12026,1957,5,28,1960,9,-5,309,4,38,53,43,69,17
12027,1963,11,1,1963,3,12,-4,29,-4,39,-2,17,-4
12028,1958,2,21,1964,6,26,451,53,6,62,-4,43,14
12029,1963,5,16,1962,7,-5,147,52,-3,-3,-2,24,41
12030,1960,1,29,1962,2,7,10,32,24,68,18,56,40
12031,1962,9,20,1961,3,23,835,75,5,65,31,8,38
12032,1958,7,26,1960,11,1,-3,-4,3,28,41,45,8
12033,1957,1,21,1957,12,-5,131,19,3,-1,18,50,28
12034,1962,12,-2,1963,-5,27,438,10,8,43,40,47,15
12035,1958,5,27,1957,5,-5,178,-1,28,70,24,52,-2
12036,1958,5,21,1964,12,-5,347,43,-4,75,9,75,25
12037,1959,12,13,1960,8,11,-2,-2,8,5,-2,50,43
12038,1964,6,-3,1959,7,3,354,48,29,41,40,41,-2
12039,1958,6,-2,1961,6,8,835,25,19,14,22,69,3
12040,1957,2,27,1959,-5,-5,325,42,-4,24,41,77,49
12041,1964,6,18,1961,1,17,602,22,15,3,10,44,43
12042,1959,8,-3,-5,-5,-5,83,3,1,1,49,25,25
12043,1962,3,27,1962,11,25,713,16,-3,46,19,9,46
12044,1958,10,22,-5,10,22,346,75,11,53,3,-2,38
12045,1963,2,8,1961,9,18,709,30,16,-3,22,49,-3
12046,1961,2,1,1964,11,3,777,19,9,48,47,71,23
12047,1957,12,22,1961,2,-5,502,49,-3,8,42,8,20
12048,1963,4,30,1957,-5,3,290,41,-3,2,-4,-4,37
12049,1959,3,8,-5,9,9,814,44,43,22,19,74,-3
12050,1958,2,25,1962,3,2,-4,-4,3,65,10,27,-3
12051,1962,12,-2,1964,3,27,-3,53,41,76,4,11,7
12052,1958,2,10,-5,8,8,228,9,18,57,-2,12,1
12053,1962,6,19,1963,-5,27,628,41,33,15,42,78,4
12054,1964,8,21,1962,1,26,-1,6,3,57,-2,27,9
12055,1963,8,3,1960,-5,9,120,79,-4,62,15,26,5
12056,1960,4,17,1961,9,2,513,8,-4,-2,4,67,18
12057,1958,6,20,-5,8,25,-1,34,48,10,16,-4,30
12058,1959,5,-2,-5,-5,1,-1,-4,1,70,40,79,46
12059,1958,11,26,1963,10,17,-2,68,34,3,35,56,11
12060,1960,10,29,1957,12,-5,205,70,34,44,5,37,38
12061,1963,8,15,-5,9,-5,123,27,14,5,16,31,8
12062,1961,4,26,-5,-5,-5,51,18,23,53,50,68,6
12063,1957,8,27,1960,4,19,27,-2,37,-1,30,41,46
12064,1964,6,30,1960,10,18,597,-1,19,-2,44,32,18
12065,1964,9,15,1962,-5,1,540,41,31,60,32,-2,24
12066,1963,12,20,1962,7,1,-3,43,-3,49,40,14,46
12067,1963,8,24,1962,6,20,-3,10,25,21,47,22,-4
12068,1962,3,6,-5,7,-5,419,57,23,10,2,19,49
12069,1961,4,-2,1957,10,23,127,-1,29,56,11,27,-2
12070,1960,5,9,1959,11,10,638,-1,6,70,2,46,12
12071,1964,3,22,1964,5,22,172,-4,9,-1,20,52,50
12072,1962,9,-3,1964,3,4,12,59,48,40,29,61,15
12073,1958,2,4,1964,-5,6,808,28,43,71,49,26,10
12074,1957,7,11,1962,2,27,-4,12,6,3,22,60,4
12075,1963,11,20,1960,3,16,33,35,42,76,13,54,-4
12076,1963,1,31,1963,1,17,794,65,22,41,28,76,39
12077,1959,12,-2,1960,1,4,110,47,40,-2,4,-2,22
12078,1960,2,14,-5,10,26,393,-3,8,-2,48,28,48
12079,1964,2,-2,1958,12,19,467,22,2,-2,26,40,-2
12080,1958,6,27,1959,1,19,359,-4,25,33,13,59,9
12081,1963,11,-3,1961,4,28,185,-4,-3,30,5,62,42
12082,1957,11,12,1962,8,13,447,41,35,67,17,20,5
12083,1958,8,24,1962,8,28,-4,62,30,4,38,33,1
12084,1958,2,26,1958,7,3,360,53,19,17,-2,37,21
12085,1958,9,2,-5,-5,21,81,70,8,30,30,75,16
12086,1963,3,9,1963,2,16,53,13,34,76,37,-4,16
12087,1964,9,27,-5,5,23,807,36,28,76,45,2,-3
12088,1958,9,3,-5,7,20,626,69,11,74,-2,-2,28
12089,1963,2,20,1962,1,15,117,-3,30,-3,11,70,-3
12090,1959,11,19,1957,9,-5,178,53,43,-4,-2,63,-2
12091,1961,9,-2,-5,4,10,385,76,23,46,45,53,33
12092,1963,9,26,1964,3,1,-3,76,38,71,30,43,38
12093,1960,2,-2,1961,9,21,264,-2,19,21,-3,-4,31
12094,1960,2,27,1964,9,28,500,79,13,49,15,47,17
12095,1958,9,-3,1961,-5,14,769,20,4,37,1,31,-2
12096,1961,9,6,1959,-5,11,478,12,14,-2,1,29,14
12097,1963,1,27,1959,1,29,54,68,11,-1,-3,6,2
12098,1964,11,14,1958,1,-5,786,65,40,33,24,25,-2
12099,1961,10,10,1961,-5,22,262,-4,27,73,-3,37,21
12100,1958,9,-2,1964,-5,3,777,67,-4,65,50,-2,2
12101,1960,2,4,1960,5,4,794,24,-4,13,22,50,10
12102,1959,1,4,1963,3,15,-4,42,-3,74,-2,52,-4
12103,1957,8,22,1958,9,29,202,12,-4,15,25,63,28
12104,1963,1,21,1959,11,10,393,39,47,-1,31,4,10
12105,1960,5,1,1964,6,15,-1,72,-3,4,-2,-4,44
12106,1961,11,27,1964,5,24,257,60,-4,77,25,26,-4
12107,1962,6,19,1960,7,27,840,28,36,29,-4,30,41
12108,1962,1,10,-5,1,8,-4,7,21,-3,7,21,48
12109,1962,12,18,1964,1,26,610,65,29,-2,11,-3,33
12110,1958,6,-3,1958,10,-5,415,19,-4,-2,2,35,21
12111,1958,5,5,1957,12,17,463,57,22,-4,3,-4,10
12112,1961,11,14,1963,6,5,489,34,27,60,8,71,14
12113,1962,11,4,1962,-5,13,125,76,26,35,11,64,3
12114,1962,12,18,1957,5,25,351,78,-3,16,19,16,20
12115,1964,2,13,1961,8,-5,63,20,24,13,-3,38,11
12116,1960,9,17,-5,-5,23,115,-2,-4,-1,38,-4,-4
12117,1964,10,10,-5,8,23,75,9,21,21,31,-3,19
12118,1959,9,1,1959,8,7,469,30,36,6,43,-4,13
12119,1958,3,3,-5,3,27,339,24,36,16,27,6,1
12120,1960,5,5,1962,4,-5,696,75,15,76,5,8,28
12121,1958,3,7,1960,-5,10,-3,5,2,3,23,24,6
12122,1957,7,6,1957,5,1,564,-4,18,36,33,-3,40
12123,1958,3,23,1957,5,3,475,45,37,-1,11,45,-4
12124,1962,5,12,-5,1,2,727,-1,29,55,35,59,23
12125,1964,4,20,1959,9,6,761,30,27,-2,-2,22,50
12126,1962,11,11,1957,10,-5,153,76,20,65,-2,69,-2
12127,1960,3,22,-5,4,18,651,29,31,60,1,2,15
12128,1957,6,12,1964,2,-5,556,-4,36,5,-4,30,4
12129,1963,6,-2,1958,3,-5,728,-1,16,8,18,68,12
12130,1961,4,14,1959,-5,10,253,-4,7,-4,-3,15,47
12131,1960,1,27,1958,5,18,247,15,13,17,46,38,-3
12132,1964,2,25,1963,6,7,121,4,46,77,-4,34,31
12133,1958,5,13,1963,1,31,-2,12,12,23,30,67,-3
12134,1958,1,14,-5,12,23,4,-1,29,8,22,43,30
12135,1963,12,16,1961,12,24,-4,52,41,31,34,19,11
12136,1958,10,-2,1958,-5,20,296,15,3,17,-2,49,14
12137,1957,7,19,-5,4,6,400,12,28,-2,-2,13,-2
12138,1964,2,-2,1957,-5,26,262,51,36,-1,50,67,2
12139,1957,10,-2,1959,1,-5,397,30,-4,67,27,63,-4
12140,1963,12,30,1960,3,20,314,27,-4,-4,-2,-3,11
12141,1957,12,30,1962,5,31,327,27,-3,-4,41,3,-4
12142,1960,6,-3,1961,5,26,404,31,25,73,35,41,38
12143,1964,2,-3,-5,1,30,145,-4,41,32,6,8,18
12144,1964,1,3,-5,7,3,98,26,7,-4,8,-4,15
12145,1958,2,4,1959,10,8,27,2,47,45,-3,60,-2
12146,1961,8,-2,1960,11,28,78,41,21,14,39,-3,45
12147,1958,8,10,-5,-5,-5,-2,58,16,73,3,62,-3
12148,1964,12,25,1958,10,7,559,26,-4,69,36,10,10
12149,1960,8,-2,1961,7,17,624,-3,-3,17,4,33,1
12150,1959,7,8,1960,6,8,839,-1,47,38,11,56,10
12151,1961,2,24,1961,3,16,-1,38,34,20,-3,22,-3
12152,1963,4,22,1962,7,-5,811,66,-3,76,18,13,25
12153,1962,3,8,1961,10,9,332,71,-4,38,19,32,-2
12154,1958,6,24,-5,6,17,334,62,34,37,26,62,-4
12155,1961,6,21,1959,6,9,506,48,-3,8,18,69,-3
12156,1962,2,7,1959,9,25,358,79,26,57,16,-3,37
12157,1958,4,19,1960,12,30,-3,63,-4,72,17,52,24
12158,1959,2,9,1961,8,15,641,15,36,11,11,64,-4
12159,1961,12,-2,-5,-5,27,51,33,11,43,45,61,-3
12160,1960,4,27,1958,7,20,198,47,27,15,45,13,28
12161,1961,7,3,1959,5,16,472,75,22,48,23,76,4
12162,1964,7,13,1962,11,-5,487,-2,32,-3,47,45,13
12163,1960,5,27,-5,10,24,-3,-1,40,15,31,65,18
12164,1957,7,22,1964,5,2,-2,23,35,53,17,33,7
12165,1960,6,13,1961,5,4,796,68,45,-4,28,-4,18
12166,1963,1,10,1957,9,-5,140,67,-3,-2,-3,6,38
12167,1959,9,-2,1961,1,25,750,70,-3,17,26,18,31
12168,1958,4,-3,1960,11,24,-2,2,43,71,-2,70,15
12169,1962,12,3,-5,10,31,815,57,27,60,9,-3,-4
12170,1957,11,1,1960,-5,19,262,28,34,10,27,32,16
12171,1959,4,-2,1958,5,30,-2,-1,15,8,50,67,10
12172,1963,3,23,1964,8,3,-3,-1,10,78,-3,70,-4
12173,1960,4,9,1963,5,23,713,-4,23,52,-4,47,21
12174,1964,11,4,1961,5,9,282,46,29,78,34,24,14
12175,1961,4,13,1962,10,25,-1,31,40,42,43,49,-2
12176,1958,6,23,1958,-5,-5,-1,47,5,28,-3,-4,19
12177,1963,12,2,1961,-5,2,-2,-1,1,38,41,39,39
12178,1962,9,15,1963,10,8,370,-3,45,-2,8,22,46
12179,1959,12,2,1963,7,6,-4,-4,39,63,46,43,2
12180,1960,9,24,1961,10,7,-1,77,16,53,-3,-3,45
12181,1964,5,4,1961,-5,28,371,38,29,47,-3,-2,4
12182,1963,5,2,1959,-5,-5,80,44,15,35,23,12,30
12183,1964,11,5,-5,12,8,149,-4,35,36,18,20,13
12184,1957,3,2,1961,3,28,-2,23,16,66,26,28,-2
12185,1961,6,17,1958,5,11,58,39,2,57,38,31,29
12186,1964,7,21,1958,-5,15,9,61,41,-3,31,70,30
12187,1961,12,12,1961,5,15,372,63,-3,-2,-3,30,-2
12188,1964,12,22,1958,8,6,257,-4,44,38,50,20,10
12189,1961,3,24,1957,-5,8,86,30,-3,-2,33,5,29
12190,1961,9,-3,1959,11,19,538,78,6,-1,37,51,28
12191,1960,5,5,-5,-5,18,629,52,15,20,5,79,-4
12192,1963,4,-2,-5,1,8,269,44,30,10,10,20,-3
12193,1957,8,-3,-5,1,14,178,51,9,29,45,10,49
12194,1962,8,18,-5,12,13,606,33,48,79,6,73,45
12195,1958,6,20,1959,-5,10,345,68,-3,-2,42,72,5
12196,1962,1,12,1964,-5,24,-1,62,24,-2,23,42,19
12197,1958,10,10,1961,9,3,408,-3,39,23,45,50,21
12198,1957,10,23,1961,-5,8,-3,64,30,1,46,66,11
12199,1960,8,2,-5,6,16,-1,-1,-4,-4,-3,67,22
12200,1961,8,30,1961,6,1,-2,35,41,33,31,69,-3
12201,1964,7,-2,1959,4,1,94,5,-4,28,16,32,5
12202,1958,3,-2,1958,1,22,715,31,27,-1,10,-4,48
12203,1962,2,-3,1957,-5,-5,315,65,37,-2,26,17,-2
12204,1961,10,23,1959,2,6,157,-1,28,50,13,16,-3
12205,1964,2,19,1962,-5,21,315,24,-3,-1,27,16,13
12206,1959,11,16,-5,10,29,-4,27,39,37,9,-4,41
12207,1957,3,31,1962,-5,7,213,-4,34,73,15,50,16
12208,1959,2,18,-5,1,8,510,30,38,28,43,70,25
12209,1960,10,22,1959,11,-5,116,57,5,-2,35,39,16
12210,1957,2,-3,1957,-5,18,120,27,-4,21,-3,46,25
12211,1957,11,26,1962,7,-5,381,41,-3,73,17,56,-4
12212,1963,12,5,1964,3,1,25,-2,16,-1,13,46,32
12213,1962,2,16,1961,12,20,543,37,38,5,37,2,-4
12214,1961,7,22,1964,12,11,347,28,13,23,8,73,19
12215,1959,3,19,1964,9,16,314,69,9,-3,4,-2,26
12216,1962,1,-3,1963,8,12,792,36,37,18,-4,58,24
12217,1962,2,9,1962,3,26,-4,-4,28,71,24,12,-3
12218,1959,9,11,-5,11,20,505,4,44,5,48,25,-4
12219,1959,4,22,-5,1,-5,728,21,20,33,-4,19,31
12220,1962,5,-3,1962,6,-5,28,60,29,50,-3,38,-3
12221,1964,3,4,-5,9,12,647,20,49,14,50,19,6
12222,1962,9,20,-5,3,8,57,78,26,49,18,39,38
12223,1963,8,20,1959,9,-5,392,59,-3,16,8,48,-4
12224,1958,9,30,1960,6,23,686,75,9,12,10,74,19
12225,1959,4,-2,1961,1,26,189,14,19,40,50,54,42
12226,1959,7,27,1964,12,3,94,61,22,61,45,19,19
12227,1963,5,20,-5,-5,21,285,2,7,71,3,31,10
12228,1961,11,6,1962,2,15,81,-3,25,53,8,38,46
12229,1958,10,27,1964,10,7,507,43,-3,78,2,15,-3
12230,1963,7,24,1964,1,10,720,66,-3,45,18,-2,-4
12231,1963,2,9,-5,12,3,416,70,-4,41,-4,46,43
12232,1959,6,3,1963,5,-5,703,56,41,27,-4,39,12
12233,1964,9,5,1964,10,5,-4,15,30,62,36,53,-4
12234,1962,12,17,1963,10,16,-1,10,6,71,-2,14,25
12235,1962,8,22,1961,5,-5,-2,35,-4,-2,9,75,-4
12236,1962,12,23,-5,2,20,644,28,50,-3,35,56,-2
12237,1960,3,11,1957,-5,-5,-2,29,12,60,13,44,32
12238,1964,6,9,1961,7,18,807,73,34,-3,44,3,21
12239,1962,5,14,1962,2,21,718,56,47,-2,-3,52,-2
12240,1961,10,15,1962,9,13,-1,-3,49,-4,34,44,40
12241,1960,2,17,1962,11,-5,600,78,44,24,36,74,-3
12242,1961,9,-3,1962,6,-5,423,-2,-4,48,-3,14,30
12243,1958,6,23,-5,-5,26,-1,12,1,-2,-3,41,23
12244,1962,9,15,1964,8,31,406,78,13,44,41,18,45
12245,1963,5,14,1958,7,17,188,18,37,-3,-2,61,26
12246,1959,4,-3,1964,2,29,672,24,29,41,-4,-2,22
12247,1962,3,23,1958,3,28,344,69,26,58,36,58,37
12248,1962,5,22,1960,12,2,124,-2,32,47,38,63,2
12249,1961,1,27,-5,12,29,338,72,27,66,25,19,6
12250,1958,8,12,1963,4,-5,-4,46,46,51,35,26,10
12251,1958,9,5,1959,-5,16,-3,46,38,-1,33,76,-3
12252,1959,5,4,1957,11,26,446,56,-3,15,31,65,7
12253,1963,4,20,1958,-5,17,498,53,-3,60,30,54,49
12254,1962,12,23,1961,7,11,788,65,30,53,1,45,50
12255,1962,3,-2,1963,9,16,24,50,43,33,13,62,16
12256,1959,1,23,1959,-5,26,494,12,45,-2,36,13,28
12257,1962,10,25,1962,8,11,677,55,37,57,-3,18,30
12258,1958,8,8,1963,-5,-5,350,50,3,39,26,57,-3
12259,1961,8,6,1964,1,7,-1,-1,36,-2,21,76,49
12260,1958,8,11,1962,2,19,-2,71,46,69,1,34,44
12261,1960,5,15,-5,10,26,69,18,47,6,49,70,48
12262,1957,1,24,1958,-5,3,409,33,42,66,-3,37,-3
12263,1959,2,-3,1964,3,15,579,23,-3,-4,38,53,1
12264,1962,6,2,1961,-5,-5,-3,58,15,6,-2,66,19
12265,1964,2,4,-5,-5,1,-2,10,43,-2,15,20,39
12266,1958,10,9,1959,4,4,680,7,-3,42,47,-2,42
12267,1960,9,13,1957,-5,8,145,17,11,-4,15,19,50
12268,1961,4,26,1964,10,18,485,43,42,-1,-2,42,-4
12269,1963,5,-2,1960,11,18,264,54,-4,14,18,-4,21
12270,1958,3,27,1964,2,17,365,30,-4,-3,7,66,34
12271,1958,9,16,1957,1,-5,-2,51,42,7,-3,43,-2
12272,1959,2,-2,1964,7,2,703,-2,48,77,-3,42,48
12273,1964,4,10,1959,-5,12,253,-3,43,42,7,30,-4
12274,1962,12,5,1957,7,8,-1,58,2,59,27,-3,-2
12275,1963,11,-3,-5,5,18,609,56,38,29,2,69,16
12276,1960,9,19,1959,-5,31,-2,5,35,77,42,-2,40
12277,1960,7,14,-5,11,2,-3,40,15,22,17,50,39
12278,1959,8,-2,1957,5,7,574,50,15,46,10,56,-4
12279,1961,6,17,1961,1,19,689,33,43,-2,5,48,-2
12280,1963,10,11,1960,-5,7,511,41,-4,28,11,18,40
12281,1960,1,28,1962,3,25,-4,23,9,55,-3,79,3
12282,1959,12,23,1959,11,7,-3,60,-4,15,33,53,42
12283,1963,1,21,1964,2,-5,677,62,30,76,48,63,-3
12284,1959,10,18,1960,9,16,115,68,1,10,9,53,23
12285,1958,6,18,1957,7,25,597,44,2,10,44,61,31
12286,1959,5,7,1961,4,10,75,66,29,23,7,59,39
12287,1957,1,29,1962,-5,3,240,20,4,79,49,15,15
12288,1962,5,15,1957,1,30,-1,-1,40,-2,-4,64,39
12289,1963,4,11,-5,10,1,223,54,40,4,13,-3,-2
12290,1958,10,-3,1962,-5,13,-2,54,24,13,8,-4,37
12291,1964,9,26,1962,7,31,-4,65,-4,33,49,34,-3
12292,1963,2,14,1962,2,7,439,18,1,7,34,71,30
12293,1962,9,18,1961,11,25,393,42,39,54,33,73,-3
12294,1957,1,-3,-5,-5,31,-2,73,11,78,8,72,29
12295,1961,9,23,1961,-5,4,719,70,36,79,40,-4,-4
12296,1958,2,1,-5,9,14,752,63,22,-1,18,73,13
12297,1959,4,22,1961,10,25,207,22,44,44,24,72,3
12298,1959,10,-2,1961,-5,29,721,8,7,1,18,76,22
12299,1960,6,23,1959,-5,22,-3,15,7,58,23,-4,19
12300,1963,10,19,1961,12,17,378,46,46,68,42,-4,15
12301,1957,12,6,-5,9,-5,242,25,20,66,42,32,33
12302,1962,10,9,1958,-5,12,588,54,26,76,9,23,31
12303,1957,8,-3,1962,6,-5,744,63,3,52,14,4,23
12304,1963,6,22,1962,-5,27,803,68,33,13,25,45,4
12305,1959,4,-3,1957,6,-5,629,50,2,72,27,1,-4
12306,1961,4,23,1963,3,-5,511,32,33,19,42,40,4
12307,1961,9,17,-5,1,2,630,19,48,5,20,78,16
12308,1961,7,4,1962,8,-5,805,37,37,20,3,49,-3
12309,1960,2,3,1959,9,29,64,72,13,42,3,-3,6
12310,1964,7,1,-5,12,6,180,54,25,40,-3,16,27
12311,1963,10,8,-5,1,-5,563,56,-4,20,47,68,3
12312,1963,11,-2,1957,-5,13,-4,-2,12,35,20,55,-2
12313,1964,6,-2,1962,5,15,807,55,29,-3,5,11,13
12314,1963,6,27,-5,8,12,379,-2,-3,29,1,63,19
12315,1958,7,10,1958,6,24,377,60,45,55,13,18,-4
12316,1961,9,-3,-5,3,31,-2,-3,6,77,33,-3,-4
12317,1963,10,4,-5,6,29,-3,68,14,51,-2,37,24
12318,1958,5,2,1961,12,-5,-4,72,-4,66,30,70,7
12319,1961,7,21,-5,3,26,539,10,-3,65,32,26,9
12320,1959,12,21,1962,7,20,-4,55,9,36,24,-2,40
12321,1961,7,2,1959,9,12,496,32,44,60,50,-3,-3
12322,1961,3,11,-5,1,22,-3,24,44,41,48,-3,3
12323,1963,9,13,-5,12,5,626,57,12,71,23,-4,-2
12324,1959,10,6,1963,-5,14,612,18,36,36,4,60,19
12325,1958,12,5,1963,-5,8,-3,67,-4,3,47,-4,45
12326,1960,1,13,1964,11,14,571,2,-3,-1,37,29,-4
12327,1963,5,24,1963,12,-5,369,25,26,31,-4,11,49
12328,1963,2,6,-5,-5,8,470,24,37,37,19,42,38
12329,1963,10,6,1958,11,22,288,59,-4,31,20,73,21
12330,1960,8,22,1958,5,16,244,49,45,6,39,21,-4
12331,1957,3,5,-5,11,-5,-1,47,3,54,32,69,45
12332,1961,8,24,1958,5,27,274,10,7,-4,40,-2,-3
12333,1959,12,-2,1964,12,28,-1,-3,-4,-2,28,44,-4
12334,1962,1,31,1961,-5,4,375,5,36,15,-4,10,1
12335,1959,6,-3,1961,8,-5,768,64,42,17,31,18,9
12336,1958,1,-2,-5,2,20,238,29,10,53,33,4,27
12337,1962,3,7,-5,8,24,99,59,27,34,4,73,20
12338,1958,9,-2,-5,11,-5,644,24,36,32,-2,66,12
12339,1962,3,6,1963,9,11,208,6,43,71,41,49,16
12340,1960,9,12,-5,4,29,515,76,13,73,46,50,35
12341,1957,10,9,1959,3,2,544,-1,43,13,27,73,31
12342,1961,11,24,1958,5,28,345,17,37,9,40,59,-3
12343,1964,12,25,1957,4,8,579,57,-3,40,37,44,50
12344,1963,1,28,1961,1,3,403,3,11,38,16,2,28
12345,1958,11,5,1961,-5,27,633,39,1,45,17,-3,13
12346,1960,2,8,1959,5,15,660,64,37,24,-4,47,-4
12347,1964,9,15,1960,4,15,582,-4,27,8,-2,10,37
12348,1962,2,-2,1960,12,11,94,-4,-3,71,-3,20,47
12349,1962,8,2,1963,8,15,770,30,35,74,-2,2,17
12350,1961,8,15,1957,12,7,63,58,6,-1,-2,5,24
12351,1958,6,26,1960,5,-5,395,66,-4,31,1,43,40
12352,1959,8,12,1963,8,-5,366,19,-4,18,14,45,18
12353,1962,6,20,1961,12,20,109,-2,22,-4,11,-3,50
12354,1958,2,6,1959,6,13,-4,75,50,-2,43,16,7
12355,1959,8,-3,1963,5,29,572,-2,40,25,48,53,36
12356,1963,11,18,1964,1,13,-2,31,35,32,22,-3,38
